time,value
0,3.7109
1,3.5627
2,3.1827
3,3.0708
4,2.7033
5,2.6523
6,2.3644
7,2.2182
8,1.6831
9,1.6559
10,1.4149
11,0.9874799999999999
12,0.4344
13,0.275
14,1.736
15,1.5119999999999998
16,1.2104
17,0.96157
18,0.69884
19,0.34685
20,0.11055
21,-0.094692
22,-0.41758999999999996
23,-0.7704300000000001
24,-0.75934
25,-0.66956
26,2.1222
27,1.5375
28,1.4424
29,0.78666
30,0.25784
31,-0.17056
32,-0.43565
33,-0.61222
34,-0.59037
35,-0.6160899999999999
36,-0.8282299999999999
37,-0.83385
38,0.8703299999999999
39,1.4925
40,0.7510399999999999
41,0.72741
42,0.13049000000000002
43,-0.60917
44,-0.49646999999999997
45,-0.60006
46,-0.80299
47,-0.6288600000000001
48,-0.78237
49,-0.75413
50,0.050033999999999995
51,1.3038
52,0.8293299999999999
53,0.43063
54,-0.49048
55,-0.74844
56,-0.79493
57,-0.70252
58,-0.70987
59,-0.71717
60,-0.79993
61,-0.6665800000000001
62,-0.22876
63,1.0097
64,0.5004
65,0.11102999999999999
66,-0.21882
67,-0.66805
68,-0.72642
69,-0.70244
70,-0.73593
71,-0.67257
72,-0.84621
73,-0.10585
74,-0.27211
75,-0.35466
76,-0.63757
77,-0.74098
78,0.05414
79,-0.47267
80,-0.63376
81,-0.6428699999999999
82,1.3193
83,1.1695
84,0.64652
85,0.64825
86,-0.12332
87,-0.37901999999999997
88,-0.80965
89,-0.78459
90,-0.84096
91,-0.66509
92,-0.7561100000000001
93,-0.72146
94,-0.7924100000000001
95,0.9418700000000001
96,0.32382
97,-0.2634
98,-0.8668299999999999
99,-0.778
100,-0.7391
101,-0.8173600000000001
102,0.6731699999999999
103,0.097557
104,-0.46363000000000004
105,0.40367
106,-0.07942
107,-0.38668
108,-0.8189
109,-0.88139
110,-0.82319
111,-0.87575
112,0.10177
113,-0.35299
114,-0.41768999999999995
115,-0.74711
116,-0.8736799999999999
117,-0.89515
118,-0.26266
119,-0.75293
120,-0.61561
121,-0.8098
122,-0.86556
123,-0.82578
124,-0.75265
125,-0.8527899999999999
126,-0.80493
127,-0.82568
128,-0.7325
129,-0.87159
130,-0.8524
131,-0.36355
132,-0.82825
133,-0.93109
134,-0.84741
135,-0.7603300000000001
136,0.018080000000000002
137,0.21655
138,1.2153
139,1.1102
140,-0.17218
141,-0.49278999999999995
142,0.42518
143,-0.38363
144,-0.80978
145,-0.60273
146,-0.7806
147,-0.0032731
148,-0.38953000000000004
149,0.060610000000000004
150,0.21491999999999997
151,-0.38115
152,-0.3113
153,0.14815
154,2.0622
155,-0.33462
156,-0.3791
157,1.2942
158,0.063854
159,0.021583
160,-0.065209
161,-0.27748
162,-0.48428999999999994
163,-0.8341
164,-0.50156
165,-0.60202
