time,value
0,4.2391
1,4.1492
2,3.7354
3,3.6210000000000004
4,3.1217
5,2.9563
6,2.3437
7,2.3037
8,1.5208
9,1.4780000000000002
10,1.0707
11,1.0208
12,0.4911
13,-0.3047
14,1.5416
15,1.2948
16,0.9661200000000001
17,0.69627
18,0.33769
19,0.086887
20,-0.32006999999999997
21,-0.5781
22,-0.78246
23,-0.49276000000000003
24,-0.47598
25,-0.60542
26,2.024
27,1.3482
28,1.294
29,0.54724
30,0.11099
31,-0.26788
32,-0.34554
33,-0.29596
34,-0.28428000000000003
35,-0.32829
36,-0.7179
37,-0.80801
38,0.50527
39,1.2772
40,0.53463
41,0.46931999999999996
42,-0.047159
43,-0.48326
44,-0.6027
45,-0.50556
46,-0.62976
47,-0.6919
48,-0.73316
49,-0.51027
50,-0.62998
51,1.0857
52,0.60197
53,0.1318
54,-0.62845
55,-0.54364
56,-0.57129
57,-0.45813000000000004
58,-0.48694
59,-0.5109600000000001
60,-0.63021
61,-0.41888000000000003
62,0.18771
63,0.76189
64,0.1689
65,-0.13158
66,-0.6213
67,-0.5573
68,-0.59816
69,-0.43101000000000006
70,-0.50583
71,-0.43359
72,-0.74634
73,-0.50668
74,-0.60905
75,-0.63732
76,-0.47873000000000004
77,-0.498
78,-0.094019
79,-0.39597
80,-0.37516
81,-0.36378
82,1.1043
83,0.9209299999999999
84,0.39523
85,0.36275999999999997
86,-0.62151
87,-0.7850199999999999
88,-0.75943
89,-0.7256600000000001
90,-0.56923
91,-0.53871
92,-0.6481600000000001
93,-0.5958399999999999
94,-0.74057
95,0.693
96,-0.010286
97,-0.43635
98,-0.79581
99,-0.70591
100,-0.6838
101,-0.76083
102,0.3536
103,-0.27571999999999997
104,-0.81924
105,0.10601
106,-0.5056
107,-0.8081699999999999
108,-0.54245
109,-0.8002199999999999
110,-0.75908
111,-0.80675
112,-0.10537
113,-0.7586
114,-0.79795
115,-0.46943999999999997
116,-0.81819
117,-0.81845
118,-0.59339
119,-0.52236
120,-0.75675
121,-0.56871
122,-0.53162
123,-0.55138
124,-0.6137
125,-0.5060399999999999
126,-0.63262
127,-0.60583
128,-0.42856000000000005
129,-0.8546100000000001
130,-0.6543100000000001
131,-0.8939299999999999
132,-0.77895
133,-0.86321
134,-0.87451
135,-0.3405
136,-0.37721
137,-0.015288999999999999
138,1.2482
139,0.9416899999999999
140,-0.23525
141,-0.11197
142,0.2742
143,-0.4433
144,-0.74264
145,-0.32581
146,-0.70328
147,-0.12614
148,-0.010399
149,0.051851999999999995
150,0.15600999999999998
151,-0.011364
152,-0.08275
153,0.6502
154,1.9916
155,-0.082925
156,-0.12680999999999998
157,1.0795
158,0.5362899999999999
159,0.24609
160,0.34751
161,-0.11622
162,-0.42401000000000005
163,-0.7765
164,-0.49588000000000004
165,-0.5679
