time,value
0,1.143
1,3.5057
2,3.1061
3,2.9952
4,2.553
5,2.4617
6,2.1091
7,1.8285
8,1.0312
9,0.9131600000000001
10,0.67394
11,0.20686999999999997
12,-0.8518899999999999
13,-0.6733899999999999
14,1.253
15,1.2215
16,1.1658
17,1.1159
18,0.8560399999999999
19,0.7027399999999999
20,0.41178000000000003
21,0.24005
22,-0.24724000000000002
23,-0.4969
24,-0.93722
25,-0.90346
26,1.9284
27,1.6366
28,1.5246
29,1.1208
30,0.80898
31,0.37685
32,-0.061110000000000005
33,-0.51615
34,-0.80585
35,-0.9078200000000001
36,-0.97526
37,-1.0393
38,1.1319
39,1.2087
40,0.7831199999999999
41,0.9872200000000001
42,-0.019144
43,-0.8323
44,-0.53981
45,-0.9491200000000001
46,-0.5361899999999999
47,-0.91043
48,-1.0025
49,-0.9183
50,0.53466
51,1.1498
52,1.0017
53,0.7833600000000001
54,-0.11915
55,-0.67137
56,-0.90859
57,-0.9936799999999999
58,-0.97816
59,-0.95091
60,-1.0072
61,-0.8966799999999999
62,-1.0007
63,1.1209
64,0.82191
65,0.579
66,0.088796
67,-0.56779
68,-0.70305
69,-0.85244
70,-1.0161
71,-0.9620700000000001
72,-1.0308
73,0.32066999999999996
74,0.070471
75,-0.07764299999999999
76,-0.43301000000000006
77,-0.9231600000000001
78,0.68908
79,-0.12663
80,-0.54569
81,-0.90665
82,1.1907
83,1.1615
84,0.9155700000000001
85,0.8671200000000001
86,0.62742
87,0.2424
88,-0.36978
89,-0.4794
90,-0.6592899999999999
91,-1.001
92,-1.0257
93,-1.0183
94,-0.93816
95,1.1003
96,0.79059
97,0.13775
98,-1.0356
99,-0.9459200000000001
100,-0.98185
101,-0.9839899999999999
102,0.98067
103,0.75857
104,0.77227
105,0.7973100000000001
106,0.69995
107,0.39142
108,-0.75415
109,-1.0257
110,-0.99556
111,-1.0626
112,0.23281999999999997
113,0.56824
114,0.43812
115,-0.28428000000000003
116,-1.078
117,-1.0965
118,-0.34629
119,-0.39494
120,0.060673000000000005
121,-0.6350399999999999
122,-1.0158
123,-0.76131
124,-1.0698
125,-0.80064
126,-1.0332
127,-1.0534
128,-1.0818
129,-1.0938
130,-0.98045
131,-0.10924
132,-1.0452
133,-1.1137
134,-1.0844
135,-0.70694
136,-0.68855
137,-0.16034
138,0.65735
139,1.2748
140,0.11272
141,-0.65561
142,0.8319700000000001
143,-0.27011
144,-0.9993299999999999
145,-0.5884699999999999
146,-0.99931
147,0.4363
148,-0.39261
149,0.42421000000000003
150,0.45741000000000004
151,-0.37264
152,-0.12444000000000001
153,0.53099
154,2.0371
155,-0.19875
156,-0.29958
157,1.6284
158,0.23761
159,-0.30576
160,0.01568
161,-0.556
162,-0.6713600000000001
163,-0.9819100000000001
164,-0.66752
165,-0.75117
