time,value
0,1.5431
1,4.1867
2,3.7868
3,3.6032
4,3.0252
5,2.8602
6,2.2763
7,1.7126
8,-0.51582
9,-0.70004
10,-1.0381
11,-0.9225700000000001
12,-0.96711
13,-0.99587
14,-0.062482
15,-0.040977
16,0.051826
17,0.1564
18,0.51745
19,0.57519
20,0.7146399999999999
21,0.7662100000000001
22,0.62041
23,0.08223899999999999
24,-0.69033
25,-0.8870600000000001
26,1.8867
27,1.6403
28,1.59
29,1.0093
30,0.8913700000000001
31,0.66569
32,0.35586999999999996
33,-0.21191999999999997
34,-0.64776
35,-0.84777
36,-0.72132
37,-0.9712299999999999
38,0.5078699999999999
39,-0.08179299999999999
40,-0.20385999999999999
41,0.23201999999999998
42,0.31972
43,-0.45277
44,-0.25565
45,-0.91402
46,-0.019142
47,-0.91399
48,-0.96814
49,-0.8584799999999999
50,1.0979
51,-0.041881
52,0.057898000000000005
53,0.35905
54,0.29327
55,-0.46893
56,-0.72629
57,-0.86641
58,-0.95773
59,-0.92905
60,-0.98336
61,-0.87313
62,-0.80669
63,0.064687
64,0.23975
65,0.39405
66,0.14885
67,-0.30036999999999997
68,-0.46403999999999995
69,-0.70715
70,-0.86266
71,-0.9295100000000001
72,-0.85655
73,0.3588
74,0.21984
75,0.11195999999999999
76,-0.18533
77,-0.92842
78,0.80506
79,0.16897
80,-0.30851
81,-0.67656
82,-0.035927999999999995
83,0.0033507
84,0.19851
85,0.43291
86,0.7046100000000001
87,0.49098
88,0.29003
89,0.11266
90,-0.25347
91,-0.94557
92,-0.9552700000000001
93,-0.85229
94,-0.7450100000000001
95,0.094313
96,0.4153
97,0.031031
98,-0.9606
99,-0.8760600000000001
100,-0.92476
101,-0.86136
102,0.37315
103,0.42928
104,-0.24943
105,0.38805
106,0.38774000000000003
107,0.2206
108,-0.42173
109,-0.8813700000000001
110,-0.9260200000000001
111,-0.94296
112,0.43406000000000006
113,0.27355
114,0.24978000000000003
115,-0.37929
116,-1.0316
117,-1.0292
118,0.42215
119,-0.025055
120,-0.046307
121,-0.68926
122,-0.7252
123,-0.73254
124,-1.0394
125,-0.75065
126,-0.98009
127,-0.99734
128,-0.91948
129,-0.9123100000000001
130,-0.9990600000000001
131,-0.94963
132,-0.7953399999999999
133,-1.0719
134,-1.0144
135,-0.54675
136,-1.0108
137,-0.97482
138,0.38811
139,1.3666
140,0.5737399999999999
141,-0.18827
142,0.8831600000000001
143,0.37165
144,-0.97714
145,-0.13494
146,-0.9868
147,0.72483
148,0.18386
149,0.68348
150,0.70015
151,0.26855
152,0.50238
153,1.8758
154,2.4367
155,0.34665
156,0.25747
157,2.1406
158,1.3703
159,-0.15178
160,0.84755
161,-0.44238
162,-0.5878800000000001
163,-0.83472
164,-0.58034
165,-0.67366
