time,value
0,4.0821
1,3.9629
2,3.5538
3,3.4351
4,3.0303
5,2.9502
6,2.5206
7,2.3357
8,1.7697
9,1.5051
10,0.96368
11,0.77115
12,0.60869
13,0.11859000000000001
14,1.4946
15,1.3085
16,1.0315
17,0.74306
18,0.40983
19,0.15819
20,-0.012306000000000001
21,-0.43873
22,-0.73554
23,-0.70572
24,-0.49776000000000004
25,-0.5485
26,2.1868
27,1.5775
28,1.3048
29,0.6159600000000001
30,0.073184
31,-0.38956
32,-0.45691000000000004
33,-0.44666999999999996
34,-0.45491000000000004
35,-0.4756
36,-0.59813
37,-0.76636
38,0.6621
39,1.2996
40,0.55896
41,0.6381
42,0.015019
43,-0.59531
44,-0.55723
45,-0.62459
46,-0.7549600000000001
47,-0.48596999999999996
48,-0.66027
49,-0.5704600000000001
50,-0.36423
51,1.1574
52,0.6556
53,0.20473
54,-0.60587
55,-0.61648
56,-0.65989
57,-0.5958
58,-0.5945199999999999
59,-0.5979300000000001
60,-0.67075
61,-0.51976
62,0.050804
63,0.7977
64,0.24420999999999998
65,-0.069011
66,-0.35316
67,-0.62775
68,-0.669
69,-0.57202
70,-0.60333
71,-0.54661
72,-0.75671
73,-0.2051
74,-0.51427
75,-0.71502
76,-0.5805100000000001
77,-0.57194
78,-0.043576
79,-0.50938
80,-0.50333
81,-0.48422
82,1.1895
83,0.9527
84,0.51925
85,0.40726
86,-0.44961
87,-0.76536
88,-0.7805300000000001
89,-0.769
90,-0.69804
91,-0.52827
92,-0.6059399999999999
93,-0.54086
94,-0.70098
95,0.74336
96,0.06641
97,-0.25955
98,-0.76745
99,-0.68028
100,-0.6629999999999999
101,-0.7399100000000001
102,0.36307
103,-0.18377000000000002
104,0.12763
105,0.15878
106,-0.42508
107,-0.77432
108,-0.65194
109,-0.77809
110,-0.75779
111,-0.79897
112,-0.051902
113,-0.76093
114,-0.76894
115,-0.65213
116,-0.80629
117,-0.82409
118,-0.7537
119,-0.81471
120,-0.7822600000000001
121,-0.58914
122,-0.62355
123,-0.61077
124,-0.61095
125,-0.5604600000000001
126,-0.4214
127,-0.6534
128,-0.5586800000000001
129,-0.64565
130,-0.65567
131,-0.7872600000000001
132,-0.70217
133,-0.83255
134,-0.78883
135,-0.8486
136,-0.12653
137,0.11614000000000001
138,1.4118
139,0.92035
140,-0.28276
141,-0.32718
142,0.20593000000000003
143,-0.52352
144,-0.7057100000000001
145,-0.48595
146,-0.68133
147,-0.041031
148,-0.24243
149,-0.021994
150,0.10088
151,-0.24485
152,-0.26095999999999997
153,0.26541
154,2.2958
155,-0.2191
156,-0.24624000000000001
157,1.0567
158,0.24525
159,0.18709
160,0.11692000000000001
161,-0.15250999999999998
162,-0.35402
163,-0.72356
164,-0.3884
165,-0.46939
