time,value
0,5.2339
1,4.6799
2,4.2466
3,4.0586
4,2.9758
5,2.8031
6,2.2596
7,2.1423
8,0.9874
9,0.82309
10,0.58472
11,-0.76321
12,-0.76322
13,-0.79843
14,0.82484
15,0.6722100000000001
16,0.35799000000000003
17,0.066026
18,-0.37674
19,-0.48436
20,-0.65987
21,-0.59704
22,-0.078801
23,0.098688
24,-0.33914
25,-0.5298
26,1.8236
27,1.3525
28,1.2339
29,0.39783
30,0.13846
31,0.041631
32,0.098662
33,0.10962999999999999
34,0.046183
35,-0.1554
36,-0.68203
37,-0.76249
38,-0.35065
39,0.65682
40,0.016880000000000003
41,-0.29238000000000003
42,-0.22430999999999998
43,-0.27033
44,-0.54943
45,-0.34552
46,-0.062752
47,-0.6491100000000001
48,-0.72659
49,-0.4527
50,-0.60068
51,0.47426999999999997
52,-0.0047079999999999995
53,-0.49562
54,-0.66164
55,-0.2229
56,-0.34621
57,-0.17756
58,-0.2979
59,-0.37939
60,-0.55367
61,-0.29059
62,0.35064
63,0.12175
64,-0.49348000000000003
65,-0.6382800000000001
66,-0.657
67,-0.24631999999999998
68,-0.2836
69,-0.12866
70,-0.25704
71,-0.2643
72,-0.69852
73,-0.52208
74,-0.49678999999999995
75,-0.49401000000000006
76,-0.093735
77,-0.41845
78,0.068777
79,0.018216
80,0.017061
81,-0.056311
82,0.48711000000000004
83,0.32237
84,-0.35415
85,-0.34794
86,-0.65273
87,-0.64844
88,-0.09349500000000001
89,-0.1259
90,-0.11592000000000001
91,-0.39461
92,-0.5382899999999999
93,-0.51297
94,-0.73046
95,0.11635999999999999
96,-0.50864
97,-0.7518100000000001
98,-0.7539399999999999
99,-0.65669
100,-0.59895
101,-0.70949
102,-0.39728
103,-0.6349199999999999
104,-0.7347
105,-0.47366
106,-0.66245
107,-0.62273
108,-0.17404
109,-0.77458
110,-0.7192
111,-0.76289
112,-0.47326999999999997
113,-0.5938399999999999
114,-0.56426
115,-0.30977
116,-0.78538
117,-0.77741
118,-0.16902
119,-0.16330999999999998
120,-0.55807
121,-0.31413
122,-0.23051
123,-0.12739
124,-0.43263999999999997
125,-0.38791
126,-0.6008600000000001
127,-0.51141
128,-0.24658000000000002
129,-0.83552
130,-0.56583
131,-0.8218200000000001
132,-0.7145
133,-0.8201700000000001
134,-0.8283799999999999
135,-0.8296
136,-0.67974
137,-0.55709
138,1.1849
139,0.91306
140,0.12455
141,0.22968000000000002
142,0.22173
143,-0.026557
144,-0.7109300000000001
145,0.0035997
146,-0.66552
147,0.041542
148,0.36941999999999997
149,0.21698
150,0.32184
151,0.38334
152,0.31219
153,1.3783
154,1.9935
155,0.24533000000000002
156,0.18498
157,1.3138
158,1.0961
159,0.45853999999999995
160,0.79413
161,0.027488
162,-0.36532
163,-0.71475
164,-0.47548
165,-0.52093
