time,value
0,5.1053
1,4.9071
2,3.7680000000000002
3,3.7653
4,3.1505
5,2.8381
6,2.532
7,2.0585
8,1.258
9,0.94744
10,0.34356
11,-0.1779
12,-0.8688299999999999
13,-0.79102
14,1.0093
15,0.83957
16,0.51313
17,0.17477
18,-0.08960900000000001
19,-0.29757
20,-0.6757
21,-0.62954
22,-0.33485
23,0.018681
24,-0.29514
25,-0.58265
26,1.8319
27,1.4884
28,1.2634
29,0.59297
30,0.32101
31,0.031778
32,0.028433999999999997
33,0.021498
34,-0.036707
35,-0.36511
36,-0.60907
37,-0.75017
38,-0.084607
39,0.8183699999999999
40,0.061051
41,-0.00053473
42,-0.27105999999999997
43,-0.3379
44,-0.5745
45,-0.53356
46,-0.24335
47,-0.63553
48,-0.7507199999999999
49,-0.67623
50,-0.44566000000000006
51,0.62771
52,0.091727
53,-0.21819000000000002
54,-0.68497
55,-0.31029
56,-0.46785
57,-0.29357
58,-0.5058600000000001
59,-0.58558
60,-0.7245699999999999
61,-0.5656899999999999
62,0.069672
63,0.18703
64,-0.12880999999999998
65,-0.40415
66,-0.79503
67,-0.33569
68,-0.3491
69,-0.2091
70,-0.31140999999999996
71,-0.42345
72,-0.69513
73,-0.74749
74,-0.72622
75,-0.68357
76,-0.21156
77,-0.67014
78,0.10025
79,-0.04102
80,-0.049453
81,-0.13446
82,0.64603
83,0.48073
84,-0.029358999999999996
85,-0.056834
86,-0.59208
87,-0.7855300000000001
88,-0.32600999999999997
89,-0.20214000000000001
90,-0.12374
91,-0.48462
92,-0.56424
93,-0.41591000000000006
94,-0.7193
95,0.27269
96,-0.13313
97,-0.66191
98,-0.76891
99,-0.7088
100,-0.60373
101,-0.72569
102,0.044694
103,-0.20237
104,-0.17903
105,-0.09515499999999999
106,-0.27158000000000004
107,-0.7078399999999999
108,-0.14427
109,-0.69805
110,-0.7235199999999999
111,-0.72404
112,-0.45863000000000004
113,-0.5438
114,-0.72842
115,-0.61955
116,-0.75564
117,-0.79452
118,-0.30036
119,-0.46713999999999994
120,-0.70265
121,-0.47462
122,-0.22713000000000003
123,-0.19779000000000002
124,-0.51378
125,-0.3322
126,-0.7199800000000001
127,-0.64976
128,-0.5645399999999999
129,-0.8033399999999999
130,-0.54385
131,-0.79243
132,-0.63484
133,-0.79068
134,-0.76671
135,-0.76669
136,-0.74054
137,-0.64549
138,1.0947
139,0.963
140,0.136
141,0.16261
142,0.30653
143,-0.040892000000000005
144,-0.7464
145,-0.039708
146,-0.71055
147,0.042656
148,0.32021
149,0.19748
150,0.41996000000000006
151,0.3183
152,0.25489
153,1.2747
154,1.9726
155,0.21122
156,0.15482
157,1.2606
158,1.0225
159,0.24703000000000003
160,0.76243
161,-0.12778
162,-0.4439
163,-0.66194
164,-0.50303
165,-0.54359
