time,value
0,3.0316
1,3.3955
2,3.0212
3,2.9051
4,2.5086
5,2.4423
6,2.1989
7,2.056
8,1.6814
9,1.6093
10,1.4415
11,1.2772
12,0.79014
13,0.33748
14,1.7208
15,1.5717
16,1.3454
17,1.0846
18,0.8742700000000001
19,0.47497
20,0.23331
21,-0.09295199999999999
22,-0.27234
23,-0.67088
24,-0.8448700000000001
25,-0.73619
26,2.0495
27,1.5965
28,1.4642
29,0.9013700000000001
30,0.33583
31,-0.15784
32,-0.37931
33,-0.71901
34,-0.72648
35,-0.71015
36,-0.732
37,-0.93409
38,1.0699
39,1.5536
40,0.8342299999999999
41,0.93735
42,0.29535
43,-0.67635
44,-0.52418
45,-0.7679699999999999
46,-0.52773
47,-0.65917
48,-0.8168300000000001
49,-0.73188
50,0.10217999999999999
51,1.4212
52,0.94729
53,0.57598
54,-0.37172
55,-0.79169
56,-0.83655
57,-0.77637
58,-0.7790699999999999
59,-0.75741
60,-0.82985
61,-0.7198100000000001
62,-0.33471
63,1.1312
64,0.60834
65,0.20942
66,-0.30075999999999997
67,-0.7078899999999999
68,-0.79401
69,-0.80432
70,-0.8442299999999999
71,-0.77487
72,-0.86806
73,-0.07979
74,-0.32342
75,-0.40289
76,-0.64996
77,-0.7246199999999999
78,0.15005
79,-0.45095
80,-0.74892
81,-0.7518199999999999
82,1.4541
83,1.2784
84,0.8377399999999999
85,0.8106899999999999
86,-0.074553
87,-0.27385
88,-0.43838999999999995
89,-0.52636
90,-0.8624299999999999
91,-0.77925
92,-0.8234299999999999
93,-0.79469
94,-0.8420799999999999
95,1.0688
96,0.38735
97,-0.19992000000000001
98,-0.9096700000000001
99,-0.8396399999999999
100,-0.8242
101,-0.89018
102,0.78087
103,0.079555
104,-0.95911
105,0.49418
106,-0.182
107,-0.38549
108,-0.88985
109,-0.9115700000000001
110,-0.8795299999999999
111,-0.94385
112,0.20418
113,-0.35343
114,-0.42955
115,-0.80493
116,-0.96235
117,-0.96699
118,-0.35662
119,-0.58918
120,-0.59497
121,-0.9198
122,-0.9514600000000001
123,-0.95705
124,-0.8797799999999999
125,-0.78586
126,-0.77472
127,-0.8494200000000001
128,-0.7762899999999999
129,-0.76582
130,-0.8553
131,-0.13768
132,-0.85883
133,-0.9950700000000001
134,-1.0024
135,-0.61888
136,0.082762
137,0.2658
138,1.0739
139,1.1694
140,-0.090748
141,-0.6099399999999999
142,0.5576300000000001
143,-0.3437
144,-0.85534
145,-0.65636
146,-0.84035
147,0.1556
148,-0.43993999999999994
149,0.19105
150,0.26526
151,-0.41628999999999994
152,-0.27716999999999997
153,0.24550999999999998
154,1.9377
155,-0.36811
156,-0.41553
157,1.4613
158,0.067476
159,-0.078319
160,-0.11227000000000001
161,-0.38097
162,-0.53909
163,-0.89395
164,-0.5726899999999999
165,-0.64298
