time,value
0,1.1523
1,3.8011
2,3.3603
3,3.1781
4,2.6839
5,2.5694
6,2.1903
7,1.7919
8,0.39416999999999996
9,0.1083
10,-0.31246999999999997
11,-0.91745
12,-1.2861
13,-1.1725
14,0.77162
15,0.78659
16,0.78663
17,0.7933600000000001
18,0.6986600000000001
19,0.65469
20,0.41048999999999997
21,0.29309
22,0.017516999999999998
23,-0.28305
24,-0.89217
25,-1.1082
26,1.8977
27,1.6607
28,1.5647
29,1.0938
30,0.9068
31,0.59954
32,0.32228
33,-0.036378
34,-0.4068
35,-0.8802
36,-0.9930700000000001
37,-1.1748
38,1.0167
39,0.77737
40,0.4632
41,0.75769
42,-0.063149
43,-0.58375
44,-0.48704
45,-0.9955700000000001
46,-0.38276
47,-1.0727
48,-1.1562
49,-1.0759
50,0.75137
51,0.7732
52,0.64759
53,0.66292
54,0.035026999999999996
55,-0.33654
56,-0.7509600000000001
57,-0.77283
58,-1.0132
59,-1.0815
60,-1.1548
61,-1.0233
62,-0.99966
63,0.74933
64,0.60687
65,0.5615
66,0.21786
67,-0.14825
68,-0.38187
69,-0.55398
70,-0.77483
71,-0.8621200000000001
72,-1.0703
73,0.44711000000000006
74,0.2332
75,0.15041
76,-0.045258
77,-1.1048
78,0.7719
79,0.2152
80,-0.1302
81,-0.54089
82,0.7981199999999999
83,0.7577
84,0.64467
85,0.6721699999999999
86,0.64836
87,0.35563
88,-0.017016999999999997
89,-0.20747
90,-0.49488999999999994
91,-1.1141
92,-1.1403
93,-0.97265
94,-1.0215
95,0.73112
96,0.6551899999999999
97,0.14851
98,-1.1654
99,-1.1116
100,-1.1434
101,-1.0974
102,0.6643
103,0.65382
104,0.60242
105,0.61815
106,0.62
107,0.43833999999999995
108,-0.57163
109,-1.0697
110,-1.1376
111,-1.1644
112,0.31288
113,0.6017600000000001
114,0.48306000000000004
115,-0.015961000000000003
116,-1.1358
117,-1.2083
118,-0.18512
119,0.054472
120,0.30284
121,-0.27765
122,-0.51867
123,-0.17625
124,-0.81174
125,-0.93048
126,-1.0837
127,-1.0319
128,-0.79202
129,-1.1968
130,-1.0917
131,-0.32764
132,-1.1181
133,-1.2281
134,-1.2418
135,-0.7074199999999999
136,-1.1889
137,-0.33469
138,0.39283
139,1.3224
140,0.35549000000000003
141,-0.38181
142,0.89849
143,0.06706799999999999
144,-1.1520000000000001
145,-0.37479
146,-1.161
147,0.6087600000000001
148,-0.10365
149,0.49361000000000005
150,0.59551
151,-0.095217
152,0.14067000000000002
153,1.1745
154,2.1532
155,-0.069174
156,-0.14978
157,1.8235
158,0.79332
159,-0.47176999999999997
160,0.39663000000000004
161,-0.7125199999999999
162,-0.82596
163,-1.0527
164,-0.8153100000000001
165,-0.8830100000000001
