time,value
0,4.8933
1,4.7657
2,4.1466
3,3.7447
4,3.1906
5,3.0365
6,2.5725
7,2.0942
8,1.4617
9,1.1506
10,1.0601
11,0.6251899999999999
12,-0.23942
13,-0.5908
14,1.1567
15,0.97319
16,0.59304
17,0.25618
18,-0.038299
19,-0.38358000000000003
20,-0.65184
21,-0.69772
22,-0.55045
23,-0.15846
24,-0.33569
25,-0.51618
26,1.8737
27,1.3557
28,1.0872
29,0.44356999999999996
30,-0.0011106
31,-0.15929000000000001
32,-0.1465
33,-0.12616
34,-0.16499
35,-0.23595
36,-0.57124
37,-0.7477600000000001
38,0.13518
39,0.9657899999999999
40,0.1451
41,0.11915
42,-0.46076000000000006
43,-0.40013000000000004
44,-0.5949
45,-0.46902
46,-0.3677
47,-0.44423999999999997
48,-0.6441100000000001
49,-0.43596
50,-0.74424
51,0.76212
52,0.17602
53,-0.21606999999999998
54,-0.5886100000000001
55,-0.38015
56,-0.45171000000000006
57,-0.36918
58,-0.41645
59,-0.43038000000000004
60,-0.5662699999999999
61,-0.34835
62,0.32626
63,0.28654
64,-0.18185
65,-0.57548
66,-0.70819
67,-0.41589
68,-0.4433
69,-0.31478
70,-0.36036
71,-0.36609
72,-0.70412
73,-0.623
74,-0.59595
75,-0.5503399999999999
76,-0.31393000000000004
77,-0.44
78,-0.09730599999999999
79,-0.19813
80,-0.21366
81,-0.23809
82,0.77685
83,0.48335
84,0.034326999999999996
85,-0.041253
86,-0.7074699999999999
87,-0.62766
88,-0.35625
89,-0.39548
90,-0.35134
91,-0.47731
92,-0.56408
93,-0.4913
94,-0.67211
95,0.24138
96,-0.36262
97,-0.81618
98,-0.72483
99,-0.62984
100,-0.63373
101,-0.6882
102,-0.07900399999999999
103,-0.61703
104,0.14711
105,-0.31499
106,-0.72858
107,-0.6692100000000001
108,-0.37018
109,-0.72738
110,-0.7078300000000001
111,-0.78091
112,-0.63479
113,-0.6794
114,-0.62326
115,-0.26595
116,-0.7873
117,-0.79187
118,-0.65803
119,-0.41448
120,-0.42506000000000005
121,-0.26431
122,-0.37535
123,-0.3089
124,-0.50316
125,-0.31832
126,-0.45821000000000006
127,-0.51886
128,-0.34583
129,-0.49676000000000003
130,-0.5353600000000001
131,-0.8459
132,-0.69724
133,-0.8276399999999999
134,-0.79151
135,-0.7651600000000001
136,-0.64428
137,-0.48828
138,1.1547
139,0.77307
140,-0.17047
141,0.042802
142,0.07016
143,-0.26259
144,-0.6590199999999999
145,-0.1877
146,-0.62212
147,-0.14078
148,0.16069
149,0.022095
150,0.17881
151,0.16302
152,0.07106799999999999
153,0.95362
154,2.0738
155,0.084195
156,0.033492
157,1.105
158,0.8051
159,0.40715
160,0.56016
161,0.012723
162,-0.2725
163,-0.71431
164,-0.3337
165,-0.40443
