time,value
0,3.6702
1,5.0037
2,3.6715
3,4.2858
4,3.002
5,2.8176
6,2.3125
7,1.8861
8,0.23586
9,0.017916
10,-0.9381
11,-0.82819
12,-0.72014
13,-0.77571
14,0.023655000000000002
15,-0.16268
16,-0.46488999999999997
17,-0.58523
18,-0.56918
19,-0.35999000000000003
20,-0.043786
21,0.35618
22,0.54018
23,0.47766000000000003
24,-0.22685999999999998
25,-0.6961
26,1.8349
27,1.4808
28,1.3143
29,0.57649
30,0.52274
31,0.4865
32,0.43773999999999996
33,0.2937
34,0.0076625
35,-0.51525
36,-0.58783
37,-0.77177
38,-0.71521
39,-0.19912
40,-0.7478100000000001
41,-0.62192
42,-0.046783
43,-0.22316
44,-0.21623
45,-0.67588
46,0.058328
47,-0.58936
48,-0.76508
49,-0.74873
50,0.5962
51,-0.33809
52,-0.68483
53,-0.635
54,-0.19818
55,-0.084215
56,-0.37490999999999997
57,-0.42001000000000005
58,-0.6449
59,-0.69563
60,-0.8036
61,-0.67452
62,0.11275999999999999
63,-0.66881
64,-0.7350300000000001
65,-0.50266
66,-0.17970999999999998
67,0.013269999999999999
68,-0.1017
69,-0.14652
70,-0.40073000000000003
71,-0.54159
72,-0.66377
73,-0.20133
74,-0.15059
75,-0.15769
76,0.12399
77,-0.77415
78,0.44464
79,0.37200000000000005
80,0.1823
81,-0.15118
82,-0.32692
83,-0.57465
84,-0.69977
85,-0.56909
86,-0.17787999999999998
87,0.067997
88,0.49741
89,0.33403
90,0.16754000000000002
91,-0.55943
92,-0.6209600000000001
93,-0.5036
94,-0.66819
95,-0.62541
96,-0.56917
97,-0.38455
98,-0.79564
99,-0.7306
100,-0.6995399999999999
101,-0.73298
102,-0.6581600000000001
103,-0.61593
104,-0.63647
105,-0.6151399999999999
106,-0.55555
107,-0.15524000000000002
108,0.088188
109,-0.6751699999999999
110,-0.76468
111,-0.74868
112,-0.12519
113,-0.23993
114,-0.084961
115,-0.11815
116,-0.77563
117,-0.83421
118,0.25035
119,0.011040000000000001
120,-0.043818
121,-0.147
122,-0.49256000000000005
123,-0.1326
124,-0.72924
125,-0.30734
126,-0.7737
127,-0.6872699999999999
128,-0.6571100000000001
129,-0.86065
130,-0.58134
131,-0.82257
132,-0.64363
133,-0.84486
134,-0.7823100000000001
135,-0.78432
136,-0.81686
137,-0.80467
138,1.0395
139,1.0928
140,0.55352
141,0.39865
142,0.46863
143,0.37875
144,-0.78783
145,0.19322999999999999
146,-0.76936
147,0.45447
148,0.6221300000000001
149,0.50539
150,0.66857
151,0.6419699999999999
152,0.6390100000000001
153,2.0212
154,2.2842
155,0.51057
156,0.42951999999999996
157,1.7877
158,1.5901
159,0.28244
160,1.2054
161,-0.15499000000000002
162,-0.45193999999999995
163,-0.67689
164,-0.47648999999999997
165,-0.5481699999999999
