time,value
0,3.7825
1,3.67
2,3.3053
3,3.1812
4,2.8072
5,2.7327
6,2.4654
7,2.3039
8,1.8339
9,1.6679
10,1.1554
11,0.88705
12,0.54577
13,0.31196999999999997
14,1.7123
15,1.4108
16,1.1241
17,1.0312
18,0.45988
19,0.33032
20,0.029892000000000002
21,-0.06744299999999999
22,-0.69295
23,-0.81589
24,-0.6595300000000001
25,-0.6066
26,2.0968
27,1.6472
28,1.4446
29,0.76936
30,0.19133
31,-0.22635999999999998
32,-0.54471
33,-0.6151399999999999
34,-0.5951
35,-0.59948
36,-0.62608
37,-0.81472
38,0.7257600000000001
39,1.3999
40,0.8062
41,0.78422
42,0.1756
43,-0.6290600000000001
44,-0.48968
45,-0.70381
46,-0.77278
47,-0.53797
48,-0.72454
49,-0.67083
50,0.12150999999999999
51,1.1959
52,0.90641
53,0.2794
54,-0.59653
55,-0.71509
56,-0.7691399999999999
57,-0.69343
58,-0.6925
59,-0.6704600000000001
60,-0.74948
61,-0.61161
62,-0.22330999999999998
63,1.1094
64,0.28781999999999996
65,0.07912999999999999
66,-0.25281
67,-0.66803
68,-0.7603800000000001
69,-0.6977800000000001
70,-0.74621
71,-0.67876
72,-0.7991199999999999
73,-0.17912999999999998
74,-0.32487
75,-0.39429000000000003
76,-0.68665
77,-0.6632
78,-0.017644999999999997
79,-0.5862
80,-0.64459
81,-0.63466
82,1.2174
83,1.1502
84,0.60442
85,0.49115
86,-0.046284
87,-0.39487
88,-0.78367
89,-0.79935
90,-0.81194
91,-0.61924
92,-0.70014
93,-0.66206
94,-0.7462
95,0.99235
96,0.19741
97,-0.28191
98,-0.81886
99,-0.70689
100,-0.69552
101,-0.75278
102,0.41981
103,-0.078783
104,-0.10538
105,0.28115
106,-0.23571999999999999
107,-0.48
108,-0.8143199999999999
109,-0.80286
110,-0.768
111,-0.8363700000000001
112,0.037612
113,-0.42233999999999994
114,-0.57253
115,-0.8013899999999999
116,-0.84335
117,-0.86731
118,-0.3964
119,-0.7796
120,-0.78909
121,-0.7602899999999999
122,-0.8240799999999999
123,-0.77278
124,-0.72639
125,-0.79298
126,-0.6322399999999999
127,-0.75921
128,-0.68586
129,-0.81348
130,-0.77988
131,-0.31434
132,-0.7090000000000001
133,-0.8819
134,-0.79232
135,-0.51266
136,-0.029929
137,0.10805999999999999
138,1.3198
139,1.0156
140,-0.20157
141,-0.5009600000000001
142,0.28511
143,-0.42449
144,-0.75993
145,-0.62093
146,-0.75002
147,-0.00051741
148,-0.43238999999999994
149,0.01644
150,0.19913
151,-0.44111000000000006
152,-0.37619
153,0.11659000000000001
154,2.1552
155,-0.33543
156,-0.36918
157,1.2557
158,0.079151
159,0.026775
160,-0.059142999999999994
161,-0.25872
162,-0.42501000000000005
163,-0.74957
164,-0.4548
165,-0.52908
