time,value
0,2.1188
1,3.4795
2,3.0946
3,2.9619
4,2.5392
5,2.4533
6,2.1726
7,1.9622
8,1.3986
9,1.3406
10,1.0513
11,0.8846
12,0.22691
13,-0.44032
14,1.5524
15,1.5053
16,1.3534
17,1.2336
18,0.9900399999999999
19,0.6977899999999999
20,0.43377
21,0.093144
22,-0.33676
23,-0.68192
24,-0.8697799999999999
25,-0.74422
26,2.0017
27,1.693
28,1.5619
29,1.0742
30,0.5384800000000001
31,-0.052262
32,-0.38364000000000004
33,-0.68386
34,-0.78236
35,-0.79706
36,-0.75016
37,-0.9389700000000001
38,1.1729
39,1.4955
40,0.91679
41,1.0858
42,0.48591999999999996
43,-0.25332
44,-0.39702
45,-0.8474299999999999
46,-0.5699
47,-0.69862
48,-0.83795
49,-0.7830600000000001
50,0.22971999999999998
51,1.4029
52,1.0946
53,0.7107
54,-0.27276
55,-0.7942100000000001
56,-0.86535
57,-0.8412299999999999
58,-0.8617299999999999
59,-0.84021
60,-0.88285
61,-0.78832
62,-0.79222
63,1.2608
64,0.70255
65,0.46461
66,-0.14257999999999998
67,-0.68448
68,-0.7461300000000001
69,-0.86529
70,-0.91676
71,-0.8307899999999999
72,-0.87172
73,0.2049
74,-0.18457
75,-0.26627
76,-0.6389600000000001
77,-0.80252
78,0.26731
79,-0.43676000000000004
80,-0.71937
81,-0.8092600000000001
82,1.4406
83,1.3142
84,0.98501
85,0.89751
86,-0.0060487
87,-0.27913000000000004
88,-0.45468000000000003
89,-0.6119399999999999
90,-0.75447
91,-0.81927
92,-0.8713700000000001
93,-0.877
94,-0.80985
95,1.2066
96,0.50355
97,-0.12380999999999999
98,-0.9132100000000001
99,-0.8228
100,-0.83494
101,-0.8475
102,0.88938
103,0.22603
104,-0.30064
105,0.61352
106,-0.09574099999999999
107,-0.43125
108,-0.87226
109,-0.90907
110,-0.86556
111,-0.9483
112,0.46581999999999996
113,-0.39754
114,-0.46795
115,-0.7849
116,-0.9799899999999999
117,-0.99487
118,-0.36027
119,-0.56033
120,-0.6026199999999999
121,-0.9075799999999999
122,-0.9936200000000001
123,-0.9397200000000001
124,-0.89915
125,-0.96534
126,-0.8463799999999999
127,-0.9637100000000001
128,-0.8729899999999999
129,-0.87902
130,-1.014
131,0.20731
132,-0.80852
133,-0.9916299999999999
134,-0.91775
135,-0.62016
136,-0.41423000000000004
137,-0.25918
138,0.8477899999999999
139,1.2673
140,-0.083342
141,-0.68383
142,0.70209
143,-0.40781999999999996
144,-0.88897
145,-0.63266
146,-0.88475
147,0.34553
148,-0.50653
149,0.27102
150,0.36372
151,-0.50412
152,-0.27397
153,0.35048
154,2.0188
155,-0.26453000000000004
156,-0.37877
157,1.5978
158,0.091783
159,-0.20625
160,-0.11522
161,-0.46229
162,-0.56881
163,-0.83891
164,-0.57925
165,-0.64045
