time,value
0,1.2944
1,3.9521
2,3.5028
3,3.3275
4,2.8058
5,2.6769
6,2.2597
7,1.7753
8,0.15058
9,-0.13591
10,-0.57202
11,-1.1051
12,-1.0688
13,-1.0402
14,0.5656800000000001
15,0.5747399999999999
16,0.6473800000000001
17,0.63179
18,0.7758
19,0.81616
20,0.82704
21,0.7316
22,0.32727
23,-0.19655
24,-0.8054
25,-0.9338799999999999
26,1.9229
27,1.7
28,1.5833
29,1.0961
30,0.8814799999999999
31,0.55661
32,0.089418
33,-0.35255
34,-0.70654
35,-0.92889
36,-0.8433
37,-1.0414
38,0.9185
39,0.58402
40,0.32403000000000004
41,0.6371600000000001
42,0.5139199999999999
43,-0.67598
44,-0.32798
45,-0.94086
46,-0.33634000000000003
47,-0.9092399999999999
48,-0.98488
49,-0.93425
50,1.0297
51,0.6121300000000001
52,0.49706000000000006
53,0.64327
54,-0.041061
55,-0.5696
56,-0.82316
57,-0.8922700000000001
58,-0.9904
59,-0.98654
60,-1.0406
61,-0.9468
62,-1.0656
63,0.60143
64,0.5672699999999999
65,0.5671
66,0.19780999999999999
67,-0.38921999999999995
68,-0.5925199999999999
69,-0.7641100000000001
70,-0.9267299999999999
71,-0.96257
72,-0.97836
73,0.42783999999999994
74,0.21986999999999998
75,0.1101
76,-0.29425
77,-0.95635
78,0.78
79,-0.0076139
80,-0.43348000000000003
81,-0.78054
82,0.6079899999999999
83,0.59053
84,0.5482199999999999
85,0.58641
86,0.7237600000000001
87,0.5201399999999999
88,0.041819999999999996
89,-0.17864000000000002
90,-0.45593999999999996
91,-1.0358
92,-1.0531
93,-0.93347
94,-0.8880100000000001
95,0.5578
96,0.57705
97,0.1832
98,-1.022
99,-0.9311
100,-0.99525
101,-0.9471
102,0.56798
103,0.5413899999999999
104,-0.19222999999999998
105,0.58503
106,0.47255
107,0.29152
108,-0.5975600000000001
109,-0.94773
110,-0.97835
111,-1.0178
112,0.6064
113,0.33866
114,0.29954000000000003
115,-0.29438000000000003
116,-1.0763
117,-1.0892
118,0.40655
119,-0.52027
120,0.0045858
121,-0.64348
122,-0.8291299999999999
123,-0.62308
124,-1.0161
125,-0.60877
126,-0.9431
127,-0.95536
128,-0.9702200000000001
129,-1.0731
130,-0.84516
131,-0.58268
132,-0.9631200000000001
133,-1.113
134,-1.1009
135,-1.0926
136,-1.0766
137,-0.8901700000000001
138,0.2713
139,1.3565
140,0.46707
141,-0.39857
142,0.9405700000000001
143,0.22063000000000002
144,-1.0105
145,-0.33712
146,-1.0183
147,0.69862
148,-0.08739
149,0.6135
150,0.63708
151,-0.029198
152,0.22710999999999998
153,1.3399
154,2.2655
155,0.13743
156,0.04862
157,1.9985
158,0.90346
159,-0.25566
160,0.45606
161,-0.52147
162,-0.6350899999999999
163,-0.9128
164,-0.65249
165,-0.71537
