time,value
0,1.0379
1,3.543
2,3.1415
3,3.0341
4,2.5983
5,2.5032
6,2.1578
7,1.9381
8,1.3009
9,1.1308
10,1.0304
11,0.50535
12,-0.5866100000000001
13,-0.48544
14,1.4992
15,1.4224
16,1.3085
17,1.1927
18,1.0711
19,0.8439200000000001
20,0.59615
21,0.16685999999999998
22,-0.32634
23,-0.58827
24,-0.8845700000000001
25,-0.72073
26,2.0215
27,1.6721
28,1.5802
29,1.1025
30,0.61925
31,0.012159999999999999
32,-0.34861
33,-0.6672
34,-0.79186
35,-0.80878
36,-0.72987
37,-0.9633200000000001
38,1.244
39,1.4128
40,0.86964
41,1.0827
42,0.59439
43,-0.6025699999999999
44,-0.46371
45,-0.86582
46,-0.5737800000000001
47,-0.72234
48,-0.8686299999999999
49,-0.8136899999999999
50,0.31626
51,1.3311
52,1.0475
53,0.81522
54,-0.30965
55,-0.81519
56,-0.91222
57,-0.88987
58,-0.88718
59,-0.8604700000000001
60,-0.91132
61,-0.82183
62,-0.8383799999999999
63,1.2055
64,0.7917
65,0.48336
66,-0.015534000000000001
67,-0.66975
68,-0.7978
69,-0.8833
70,-0.90779
71,-0.84841
72,-0.88949
73,0.20834
74,-0.1209
75,-0.29629
76,-0.6261800000000001
77,-0.8458
78,0.41784
79,-0.43001999999999996
80,-0.7167899999999999
81,-0.8367899999999999
82,1.3717
83,1.2565
84,0.95144
85,0.9749700000000001
86,0.16825
87,-0.21389
88,-0.43706000000000006
89,-0.51558
90,-0.74483
91,-0.84364
92,-0.8953399999999999
93,-0.87264
94,-0.8249700000000001
95,1.1506
96,0.66394
97,0.015619999999999998
98,-0.93396
99,-0.84596
100,-0.8351700000000001
101,-0.8791100000000001
102,0.9546899999999999
103,0.35268
104,-0.22286
105,0.77645
106,0.061401
107,-0.33863000000000004
108,-0.8035100000000001
109,-0.9399700000000001
110,-0.89536
111,-0.96875
112,0.49936
113,-0.3105
114,-0.39225
115,-0.80704
116,-1.0005
117,-1.0173
118,-0.24466999999999997
119,-0.55858
120,-0.61
121,-0.9301299999999999
122,-0.9998799999999999
123,-0.97052
124,-0.89633
125,-0.99408
126,-0.7517
127,-0.9572700000000001
128,-0.8283
129,-0.8561
130,-1.0141
131,-0.035457
132,-0.7992600000000001
133,-1.0163
134,-0.9852
135,-1.0351
136,-0.245
137,-0.33923000000000003
138,0.69658
139,1.3237
140,0.029011000000000002
141,-0.66786
142,0.80965
143,-0.23759
144,-0.9036299999999999
145,-0.61257
146,-0.9041100000000001
147,0.42306000000000005
148,-0.44551
149,0.43173999999999996
150,0.42686
151,-0.40044
152,-0.17182
153,0.51739
154,2.0951
155,-0.22963000000000003
156,-0.30584
157,1.713
158,0.24220999999999998
159,-0.20496999999999999
160,-0.02531
161,-0.45343999999999995
162,-0.56516
163,-0.8512700000000001
164,-0.57999
165,-0.64795
