time,value
0,1.2667
1,3.7149
2,3.2938
3,3.1787
4,2.6969
5,2.5735
6,2.1962
7,1.7794
8,0.46156
9,0.35165
10,0.060435
11,-0.8882399999999999
12,-0.9745799999999999
13,-1.0006
14,0.82532
15,0.9322
16,0.91459
17,0.9015200000000001
18,0.8778299999999999
19,0.88908
20,0.79808
21,0.5778
22,0.21713000000000002
23,-0.35953
24,-0.86136
25,-0.9277
26,1.8943
27,1.659
28,1.5592
29,1.1034
30,0.8320799999999999
31,0.47184
32,0.041643
33,-0.46271
34,-0.80197
35,-0.9239799999999999
36,-0.8803
37,-1.0390000000000001
38,1.025
39,0.9214
40,0.57568
41,0.83144
42,0.57215
43,-0.68452
44,-0.36249000000000003
45,-0.91776
46,-0.40505
47,-0.95936
48,-1.0129
49,-0.94755
50,0.7861199999999999
51,0.9174200000000001
52,0.76255
53,0.7217399999999999
54,-0.03966
55,-0.66206
56,-0.8575
57,-1.0132
58,-1.0233
59,-0.9968
60,-1.0322
61,-0.93794
62,-1.0827
63,0.8575299999999999
64,0.64603
65,0.58418
66,0.28371
67,-0.45352
68,-0.64742
69,-0.85169
70,-0.9799100000000001
71,-0.9968600000000001
72,-0.9669399999999999
73,0.49155
74,0.30919
75,0.16496
76,-0.36348
77,-0.9570799999999999
78,0.72793
79,-0.038062
80,-0.52066
81,-0.87569
82,0.9490000000000001
83,0.87955
84,0.74597
85,0.77388
86,0.81588
87,0.40693
88,-0.1886
89,-0.38603000000000004
90,-0.59
91,-1.032
92,-1.0478
93,-1.0270000000000001
94,-0.90281
95,0.8491700000000001
96,0.6463300000000001
97,0.19024000000000002
98,-1.0324
99,-0.94844
100,-1.0148
101,-0.97831
102,0.7809699999999999
103,0.56529
104,0.031468
105,0.64779
106,0.48518
107,0.3213
108,-0.6816399999999999
109,-0.9696600000000001
110,-1.0072
111,-1.0265
112,0.54869
113,0.47671
114,0.34081999999999996
115,-0.4673
116,-1.0807
117,-1.1083
118,0.22396999999999997
119,-0.5545399999999999
120,-0.20936999999999997
121,-0.80912
122,-0.8678799999999999
123,-0.76041
124,-1.0626
125,-0.7068399999999999
126,-1.0406
127,-0.9930100000000001
128,-1.0439
129,-1.1075
130,-0.9112
131,-0.17637
132,-0.9854799999999999
133,-1.1107
134,-1.0874
135,-0.85855
136,-0.8439200000000001
137,-0.6933199999999999
138,0.3853
139,1.325
140,0.36296
141,-0.52896
142,0.89738
143,0.088923
144,-1.0146
145,-0.47268999999999994
146,-1.023
147,0.65005
148,-0.23903000000000002
149,0.53738
150,0.5589999999999999
151,-0.20374
152,0.083436
153,0.9347
154,2.1713
155,-0.057351
156,-0.11893
157,1.8682
158,0.61766
159,-0.33337
160,0.24105
161,-0.56996
162,-0.68886
163,-0.9253899999999999
164,-0.67555
165,-0.77854
