time,value
0,2.1997
1,3.2866
2,2.9066
3,2.7782
4,2.3674
5,2.2909
6,2.0223
7,1.8615
8,1.4176
9,1.2846
10,1.1984
11,1.0728
12,0.73788
13,-0.3962
14,1.5085
15,1.4813
16,1.2917
17,1.1736
18,0.70317
19,0.51781
20,0.1915
21,0.0071845
22,-0.35586999999999996
23,-0.612
24,-0.9541799999999999
25,-0.9668899999999999
26,1.8664
27,1.5439
28,1.4167
29,1.0132
30,0.70728
31,0.36164
32,0.069868
33,-0.4179
34,-0.70301
35,-0.9640200000000001
36,-1.0002
37,-1.0742
38,1.0017
39,1.4589
40,0.85814
41,0.92053
42,-0.19339
43,-0.74145
44,-0.60887
45,-1.0132
46,-0.6602600000000001
47,-0.97688
48,-1.0431
49,-0.96977
50,0.26148000000000005
51,1.3597
52,1.002
53,0.6656
54,-0.13591
55,-0.59358
56,-0.8496100000000001
57,-0.8724299999999999
58,-1.0291
59,-1.0146
60,-1.054
61,-0.98029
62,-1.1073
63,1.1491
64,0.7265199999999999
65,0.47697
66,0.013465000000000001
67,-0.43601999999999996
68,-0.62535
69,-0.76351
70,-0.86498
71,-1.0022
72,-0.99834
73,0.23696
74,0.07637200000000001
75,-0.058809
76,-0.34098
77,-0.9881
78,0.58932
79,-0.0046717
80,-0.47188
81,-0.73844
82,1.3907
83,1.2687
84,0.84372
85,0.84077
86,0.42578999999999995
87,0.081596
88,-0.40785
89,-0.56747
90,-0.66896
91,-1.0595
92,-1.0645
93,-1.0774
94,-0.97004
95,1.1921
96,0.76121
97,0.03845
98,-1.0531
99,-0.9715299999999999
100,-1.0384
101,-0.9978299999999999
102,0.9504600000000001
103,0.69727
104,0.69165
105,0.76973
106,0.57433
107,0.27216999999999997
108,-0.76195
109,-1.0183
110,-1.0237
111,-1.0833
112,0.095649
113,0.38040999999999997
114,0.31613
115,-0.18569000000000002
116,-1.0934
117,-1.1026
118,-0.6224
119,-0.22261
120,0.1248
121,-0.45931000000000005
122,-0.76745
123,-0.50597
124,-0.92266
125,-1.025
126,-1.1143
127,-1.0921
128,-0.92211
129,-1.1126
130,-1.1123
131,-0.37055
132,-1.0734
133,-1.146
134,-1.1175
135,-0.22455999999999998
136,-0.54475
137,0.12668
138,0.8519899999999999
139,1.1777
140,0.059306
141,-0.71546
142,0.6926100000000001
143,-0.26392
144,-1.0325
145,-0.60837
146,-1.0394
147,0.36339
148,-0.49108
149,0.28597
150,0.36386999999999997
151,-0.47021
152,-0.28179
153,0.27787
154,1.8251
155,-0.34169
156,-0.4018
157,1.3639
158,0.05487
159,-0.43061000000000005
160,-0.11682000000000001
161,-0.64226
162,-0.7415
163,-1.0093
164,-0.74275
165,-0.8218799999999999
