time,value
0,1.3117
1,3.7072
2,3.2891
3,3.1121
4,2.6478
5,2.5381
6,2.1559
7,1.8481
8,0.7603800000000001
9,0.63995
10,0.2963
11,-0.48133000000000004
12,-1.1323
13,-0.92427
14,1.0891
15,1.1144
16,1.0429
17,1.0158
18,0.97226
19,0.8839600000000001
20,0.74197
21,0.57594
22,0.11120999999999999
23,-0.35952
24,-0.85626
25,-0.8499200000000001
26,1.9214
27,1.6659
28,1.5304
29,1.0962
30,0.75207
31,0.29921
32,-0.12542999999999999
33,-0.524
34,-0.77363
35,-0.8791700000000001
36,-0.74549
37,-1.0417
38,1.117
39,1.1141
40,0.6555300000000001
41,0.92611
42,0.59538
43,-0.68599
44,-0.31828
45,-0.89295
46,-0.39548
47,-0.86
48,-0.9407700000000001
49,-0.88612
50,0.8206100000000001
51,1.0728
52,0.8697600000000001
53,0.7764800000000001
54,-0.046457
55,-0.71358
56,-0.8815
57,-0.9515399999999999
58,-0.95115
59,-0.9231799999999999
60,-0.98845
61,-0.88139
62,-1.0648
63,0.9822
64,0.6978800000000001
65,0.5415300000000001
66,0.19097
67,-0.5334300000000001
68,-0.71619
69,-0.8516600000000001
70,-0.96067
71,-0.95265
72,-0.93091
73,0.38586
74,0.12090999999999999
75,-0.042718
76,-0.5077699999999999
77,-0.8872
78,0.60645
79,-0.26605999999999996
80,-0.58077
81,-0.84644
82,1.1014
83,1.0157
84,0.8096
85,0.8673299999999999
86,0.50492
87,0.14727
88,-0.20526999999999998
89,-0.35923
90,-0.55423
91,-0.99064
92,-1.0058
93,-0.99484
94,-0.90809
95,0.95645
96,0.65112
97,0.090124
98,-1.0156
99,-0.90904
100,-0.9703799999999999
101,-0.9708600000000001
102,0.83383
103,0.46707
104,-1.0808
105,0.73569
106,0.27133
107,-0.11977
108,-0.65128
109,-0.96416
110,-0.9780700000000001
111,-1.0429
112,0.5992
113,-0.020364
114,-0.13619
115,-0.67132
116,-1.0855
117,-1.093
118,0.071781
119,-0.38734
120,-0.49353
121,-0.9025700000000001
122,-0.90051
123,-0.9298799999999999
124,-1.0369
125,-0.93811
126,-0.87665
127,-1.04
128,-1.0353
129,-0.94085
130,-1.0254
131,-0.038038
132,-0.8423
133,-1.1202
134,-1.1289
135,-0.7156899999999999
136,-0.5373600000000001
137,-0.6186699999999999
138,0.40023000000000003
139,1.2832
140,0.26009
141,-0.48628999999999994
142,0.8668399999999999
143,0.011822
144,-0.9739200000000001
145,-0.44203000000000003
146,-0.9776600000000001
147,0.58765
148,-0.17915
149,0.51232
150,0.5123800000000001
151,-0.13179000000000002
152,0.10724000000000002
153,1.0396
154,2.1325
155,-0.011699
156,-0.121
157,1.8342
158,0.65318
159,-0.2019
160,0.33442
161,-0.47965
162,-0.61924
163,-0.92561
164,-0.61211
165,-0.7026600000000001
